Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
South Dakota,2020,37,2020-09-12,182,166,,30,,11,0,,,,0,41,,20,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,38,2020-09-19,181,162,,33,,11,,,,,,39,,26,21,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,39,2020-09-26,191,177,,32,,,,,,0,0,44,,35,31,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,40,2020-10-03,206,193,,33,,,0,,,,,40,11,41,37,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,41,2020-10-10,215,198,,30,12,12,,,,,0,44,,44,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,42,2020-10-17,201,185,0,30,,10,,,,,,37,,54,51,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,43,2020-10-24,243,221,,41,,13,,,,,0,38,,60,57,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,44,2020-10-31,243,232,,31,,,,,,0,,41,13,87,78,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
South Dakota,2020,45,2020-11-07,356,325,,32,,12,,,,,,48,16,149,142,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,46,2020-11-14,343,327,,37,,,,,,,0,38,12,168,156,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,47,2020-11-21,335,318,,38,,15,,,,0,0,30,,173,165,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,48,2020-11-28,335,320,,33,10,14,,,,,,34,10,163,155,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,49,2020-12-05,305,286,,29,,16,,12,,,0,31,,147,135,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,50,2020-12-12,283,266,,24,,10,,10,,0,0,36,,137,126,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,51,2020-12-19,236,223,,28,,,,,,,0,29,,95,89,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,52,2020-12-26,206,192,,33,10,,,12,,0,,25,,58,50,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,53,2021-01-02,210,195,,33,,11,,,,,,39,,55,44,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,1,2021-01-09,219,203,0,33,,,,,,,,37,,63,54,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,2,2021-01-16,187,173,,36,10,,,10,,,0,30,,36,31,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2021,3,2021-01-23,189,178,,34,,,,,,,0,35,,33,30,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2021,4,2021-01-30,202,185,,43,,,0,,,,,36,,28,23,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,5,2021-02-06,186,166,,27,,13,,,,,,36,,30,25,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,6,2021-02-13,172,161,,30,,,,10,,0,,39,,20,14,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,7,2021-02-20,147,138,0,30,,,0,,,0,0,39,12,12,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
South Dakota,2021,8,2021-02-27,166,156,,27,,15,,10,,,0,41,,13,10,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2021,9,2021-03-06,146,144,,43,,,,,,0,0,24,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,10,2021-03-13,134,132,,38,,,,10,,0,0,28,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,11,2021-03-20,83,82,,31,,,0,11,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,12,2021-03-27,41,40,0,10,,,0,,0,,,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),
Tennessee,2020,1,2020-01-04,1614,1451,29,258,50,70,61,112,26,21,16,385,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,2,2020-01-11,1685,1542,22,306,47,78,71,119,31,27,22,340,105,0,0,,,,,,,,,,,,,,,
Tennessee,2020,3,2020-01-18,1597,1448,16,279,46,71,47,99,23,31,18,364,84,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,4,2020-01-25,1532,1403,13,307,50,62,52,107,19,24,21,339,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,5,2020-02-01,1590,1436,17,288,50,72,54,117,24,23,18,374,75,0,0,,,,,,,,,,,,,,,
Tennessee,2020,6,2020-02-08,1612,1460,17,326,44,73,42,118,18,31,22,339,78,0,0,,,,,,,,,,,,,,,
Tennessee,2020,7,2020-02-15,1454,1325,18,274,44,66,38,106,28,20,23,327,69,0,0,,,,,,,,,,,,,,,
Tennessee,2020,8,2020-02-22,1515,1359,24,287,52,58,30,96,29,22,18,347,62,0,0,,,,,,,,,,,,,,,
Tennessee,2020,9,2020-02-29,1503,1366,17,282,56,70,41,97,23,20,16,365,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,10,2020-03-07,1611,1419,16,315,49,62,46,110,33,21,20,373,70,0,0,,,,,,,,,,,,,,,
Tennessee,2020,11,2020-03-14,1600,1411,18,289,32,65,34,95,38,14,18,373,86,0,0,,,,,,,,,,,,,,,
Tennessee,2020,12,2020-03-21,1526,1385,15,286,62,72,45,108,23,24,15,330,86,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,13,2020-03-28,1529,1386,24,291,49,67,43,110,15,23,16,343,69,12,12,,,,,,,,,,,,,,,
Tennessee,2020,14,2020-04-04,1593,1443,23,277,64,69,43,94,21,20,16,367,79,55,55,,,,,,,,,,,,,,,
Tennessee,2020,15,2020-04-11,1514,1372,10,241,55,87,38,89,23,22,15,360,68,53,52,,,,,,,,,,,,,,,
Tennessee,2020,16,2020-04-18,1541,1398,14,305,53,70,25,105,28,22,26,332,81,43,42,,,,,,,,,,,,,,,
Tennessee,2020,17,2020-04-25,1483,1325,19,267,49,72,26,87,11,25,16,333,68,31,30,,,,,,,,,,,,,,,
Tennessee,2020,18,2020-05-02,1494,1336,13,287,44,81,24,77,27,25,14,317,85,35,35,,,,,,,,,,,,,,,
Tennessee,2020,19,2020-05-09,1492,1297,19,262,44,65,23,67,14,19,17,336,69,49,47,,,,,,,,,,,,,,,
Tennessee,2020,20,2020-05-16,1543,1368,17,294,67,70,21,69,15,15,,345,69,57,51,,,,,,,,,,,Suppressed (counts 1-9),,,,
Tennessee,2020,21,2020-05-23,1558,1376,18,299,44,73,31,94,20,20,21,357,55,33,30,,,,,,,,,,,,,,,
Tennessee,2020,22,2020-05-30,1467,1299,24,245,51,68,28,72,20,20,19,340,74,46,42,,,,,,,,,,,,,,,
Tennessee,2020,23,2020-06-06,1485,1311,15,262,50,56,31,75,22,18,16,365,65,37,37,,,,,,,,,,,,,,,
Tennessee,2020,24,2020-06-13,1498,1327,22,248,47,64,24,75,21,22,12,357,77,36,35,,,,,,,,,,,,,,,
Tennessee,2020,25,2020-06-20,1570,1355,17,306,49,67,28,77,17,15,24,329,64,59,58,,,,,,,,,,,,,,,
Tennessee,2020,26,2020-06-27,1562,1392,19,294,54,57,28,83,21,18,11,359,82,63,58,,,,,,,,,,,,,,,
Tennessee,2020,27,2020-07-04,1532,1350,19,283,44,62,17,75,22,32,22,316,72,75,73,,,,,,,,,,,,,,,
Tennessee,2020,28,2020-07-11,1633,1445,24,292,46,66,26,85,20,15,18,343,80,106,100,,,,,,,,,,,,,,,
Tennessee,2020,29,2020-07-18,1649,1474,17,306,47,68,23,75,17,15,13,350,73,120,113,,,,,,,,,,,,,,,
Tennessee,2020,30,2020-07-25,1709,1511,17,299,46,70,41,62,21,23,23,347,77,157,140,,,,,,,,,,,,,,,
Tennessee,2020,31,2020-08-01,1712,1538,15,272,49,74,25,100,20,26,19,355,77,172,156,,,,,,,,,,,,,,,
Tennessee,2020,32,2020-08-08,1706,1519,16,299,56,70,20,74,19,21,17,356,70,176,164,,,,,,,,,,,,,,,
Tennessee,2020,33,2020-08-15,1677,1505,21,287,58,76,25,81,15,24,22,318,74,174,158,,,,,,,,,,,,,,,
Tennessee,2020,34,2020-08-22,1687,1485,26,278,53,71,30,77,24,22,20,354,73,139,130,,,,,,,,,,,,,,,
Tennessee,2020,35,2020-08-29,1708,1545,19,287,50,71,22,83,19,28,21,343,87,181,162,,,,,,,,,,,,,,,
Tennessee,2020,36,2020-09-05,1620,1470,18,269,52,74,21,79,20,19,23,343,77,151,134,,,,,,,,,,,,,,,
Tennessee,2020,37,2020-09-12,1725,1543,11,265,54,72,26,89,25,14,21,361,83,184,170,,,,,,,,,,,,,,,
Tennessee,2020,38,2020-09-19,1619,1448,14,277,43,70,30,70,29,21,32,320,73,155,147,,,,,,,,,,,,,,,
Tennessee,2020,39,2020-09-26,1743,1564,26,313,39,77,29,79,28,16,25,375,77,170,159,,,,,,,,,,,,,,,
Tennessee,2020,40,2020-10-03,1729,1530,21,292,57,66,17,97,12,22,27,370,65,135,125,,,,,,,,,,,,,,,
Tennessee,2020,41,2020-10-10,1769,1593,17,318,61,69,22,100,19,24,20,333,76,183,167,,,,,,,,,,,,,,,
Tennessee,2020,42,2020-10-17,1783,1581,19,293,52,64,29,92,20,16,21,370,80,229,200,,,,,,,,,,,,,,,
Tennessee,2020,43,2020-10-24,1784,1612,16,266,43,68,37,78,19,11,24,367,92,237,216,,,,,,,,,,,,,,,
Tennessee,2020,44,2020-10-31,1837,1673,13,301,58,66,29,88,27,20,15,348,95,260,244,,,,,,,,,,,,,,,
Tennessee,2020,45,2020-11-07,1812,1645,19,292,45,61,24,104,20,23,28,370,75,283,258,,,,,,,,,,,,,,,
Tennessee,2020,46,2020-11-14,1933,1746,26,282,50,71,30,92,23,20,25,384,92,306,272,,,,,,,,,,,,,,,
Tennessee,2020,47,2020-11-21,1994,1810,16,307,58,67,24,102,24,20,16,345,94,411,369,,,,,,,,,,,,,,,
Tennessee,2020,48,2020-11-28,1917,1786,22,279,42,64,25,87,22,17,33,371,78,449,402,,,,,,,,,,,,,,,
Tennessee,2020,49,2020-12-05,2195,2034,32,279,61,80,35,86,23,31,39,421,91,517,476,,,,,,,,,,,,,,,
Tennessee,2020,50,2020-12-12,2183,2026,28,284,64,91,41,92,29,21,40,398,94,521,479,,,,,,,,,,,,,,,
Tennessee,2020,51,2020-12-19,2169,2011,22,279,42,77,23,86,21,28,34,366,93,596,558,,,,,,,,,,,,,,,
Tennessee,2020,52,2020-12-26,2353,2176,23,268,74,82,24,84,22,23,36,401,85,694,646,,,,,,,,,,,,,,,
Tennessee,2020,53,2021-01-02,2361,2197,19,259,71,86,39,92,25,16,38,429,87,663,605,,,,,,,,,,,,,,,
Tennessee,2021,1,2021-01-09,2404,2273,22,254,61,83,38,96,21,16,88,386,104,761,716,,,,,,,,,,,,,,,
Tennessee,2021,2,2021-01-16,2286,2139,21,274,63,69,31,91,23,34,68,358,87,662,626,,,,,,,,,,,,,,,
Tennessee,2021,3,2021-01-23,2261,2134,25,291,43,61,28,97,28,26,80,390,94,619,580,,,,,,,,,,,,,,,
Tennessee,2021,4,2021-01-30,2056,1921,27,265,46,73,19,74,19,33,93,361,83,487,446,,,,,,,,,,,,,,,
Tennessee,2021,5,2021-02-06,1921,1781,23,276,48,65,15,78,23,27,128,385,82,338,305,,,,,,,,,,,,,,,
Tennessee,2021,6,2021-02-13,1739,1645,15,301,61,68,23,67,20,21,108,342,83,235,204,,,,,,,,,,,,,,,
Tennessee,2021,7,2021-02-20,1715,1631,23,239,68,53,25,92,18,33,121,359,81,236,206,,,,,,,,,,,,,,,
Tennessee,2021,8,2021-02-27,1665,1565,21,282,55,68,17,62,21,24,135,326,72,162,138,,,,,,,,,,,,,,,
Tennessee,2021,9,2021-03-06,1537,1473,24,258,52,62,20,56,19,25,151,293,74,133,121,,,,,,,,,,,,,,,
Tennessee,2021,10,2021-03-13,1345,1269,25,221,35,40,18,71,14,19,117,263,61,128,108,,,,,,,,,,,,,,,
Tennessee,2021,11,2021-03-20,1060,1018,19,199,23,38,19,61,16,15,154,193,41,58,49,,,,,,,,,,,,,,,
Tennessee,2021,12,2021-03-27,939,893,11,150,19,34,14,60,11,11,109,198,46,64,58,,,,,,,,,,,,,,,
Texas,2020,1,2020-01-04,4327,3951,73,798,135,227,117,226,91,85,41,1003,221,0,0,,,,,,,,,,,,,,,
Texas,2020,2,2020-01-11,4564,4200,86,862,160,216,122,258,75,92,35,1004,264,0,0,,,,,,,,,,,,,,,
Texas,2020,3,2020-01-18,4251,3906,59,839,158,212,101,240,78,89,27,967,206,0,0,,,,,,,,,,,,,,,
Texas,2020,4,2020-01-25,4128,3797,66,825,129,195,90,198,58,79,44,992,217,0,0,,,,,,,,,,,,,,,
Texas,2020,5,2020-02-01,4174,3819,67,863,136,196,83,218,63,83,30,956,210,0,0,,,,,,,,,,,,,,,
Texas,2020,6,2020-02-08,4322,3967,84,860,159,217,98,221,67,76,28,1018,202,0,0,,,,,,,,,,,,,,,
Texas,2020,7,2020-02-15,4343,4002,65,889,142,229,97,248,60,74,45,991,241,0,0,,,,,,,,,,,,,,,
Texas,2020,8,2020-02-22,4221,3851,57,822,140,212,99,247,59,81,31,985,206,0,0,,,,,,,,,,,,,,,
Texas,2020,9,2020-02-29,4147,3798,51,849,146,188,82,258,67,97,40,946,228,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Texas,2020,10,2020-03-07,4172,3862,68,836,120,203,93,225,65,91,36,951,244,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
Texas,2020,11,2020-03-14,4169,3786,67,779,142,224,89,216,59,96,28,949,232,0,0,,,,,,,,,,,,,,,
Texas,2020,12,2020-03-21,4256,3931,63,885,147,199,92,219,50,82,30,971,224,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Texas,2020,13,2020-03-28,4259,3902,76,822,167,252,88,219,59,79,25,949,214,44,44,,,,,,,,,,,,,,,
Texas,2020,14,2020-04-04,4185,3874,76,798,134,209,90,221,64,86,23,919,210,130,126,,,,,,,,,,,,,,,
Texas,2020,15,2020-04-11,4266,3928,70,823,158,214,84,205,53,92,16,929,238,205,191,,,,,,,,,,,,,,,
Texas,2020,16,2020-04-18,4294,3937,55,812,176,212,58,211,50,85,35,894,233,237,229,,,,,,,,,,,,,,,
Texas,2020,17,2020-04-25,4462,4093,64,847,149,219,71,218,47,82,36,1011,221,243,227,,,,,,,,,,,,,,,
Texas,2020,18,2020-05-02,4264,3881,69,769,136,231,69,183,65,91,28,889,226,237,223,,,,,,,,,,,,,,,
Texas,2020,19,2020-05-09,4277,3912,71,793,126,200,60,215,53,85,23,939,209,228,215,,,,,,,,,,,,,,,
Texas,2020,20,2020-05-16,4281,3890,62,788,131,209,52,193,66,74,35,919,208,253,236,,,,,,,,,,,,,,,
Texas,2020,21,2020-05-23,4255,3863,64,805,161,223,69,203,43,83,42,897,221,171,160,,,,,,,,,,,,,,,
Texas,2020,22,2020-05-30,4153,3776,61,767,150,168,56,207,61,83,22,911,214,217,206,,,,,,,,,,,,,,,
Texas,2020,23,2020-06-06,4229,3804,75,753,126,218,56,175,44,75,22,945,226,181,172,,,,,,,,,,,,,,,
Texas,2020,24,2020-06-13,4395,3968,68,825,134,234,54,186,42,75,39,929,222,226,207,,,,,,,,,,,,,,,
Texas,2020,25,2020-06-20,4506,4058,58,844,141,233,76,195,54,77,39,905,207,305,290,,,,,,,,,,,,,,,
Texas,2020,26,2020-06-27,4565,4162,66,773,135,209,52,183,47,95,43,971,223,443,403,,,,,,,,,,,,,,,
Texas,2020,27,2020-07-04,5036,4613,68,785,156,203,34,208,47,100,47,998,232,812,773,,,,,,,,,,,,,,,
Texas,2020,28,2020-07-11,5769,5325,74,834,186,253,66,172,43,107,42,1104,238,1273,1204,,,,,,,,,,,,,,,
Texas,2020,29,2020-07-18,6261,5828,78,820,168,294,67,212,51,97,40,1099,234,1757,1661,,,,,,,,,,,,,,,
Texas,2020,30,2020-07-25,6307,5892,68,771,182,263,60,208,52,88,46,1070,207,1889,1786,,,,,,,,,,,,,,,
Texas,2020,31,2020-08-01,5949,5549,64,791,178,276,68,198,63,93,44,976,225,1729,1656,,,,,,,,,,,,,,,
Texas,2020,32,2020-08-08,5709,5291,68,795,161,219,70,190,45,86,42,974,232,1493,1422,,,,,,,,,,,,,,,
Texas,2020,33,2020-08-15,5778,5325,54,821,174,272,59,177,59,72,39,1047,213,1372,1302,,,,,,,,,,,,,,,
Texas,2020,34,2020-08-22,5033,4613,49,762,157,244,62,197,49,55,38,905,206,1004,941,,,,,,,,,,,,,,,
Texas,2020,35,2020-08-29,5132,4703,68,824,157,277,68,182,54,80,31,987,206,851,780,,,,,,,,,,,,,,,
Texas,2020,36,2020-09-05,4941,4534,66,844,141,259,50,183,50,91,33,986,235,701,636,,,,,,,,,,,,,,,
Texas,2020,37,2020-09-12,4648,4284,57,789,141,203,48,193,69,90,43,930,244,574,531,,,,,,,,,,,,,,,
Texas,2020,38,2020-09-19,4593,4217,85,866,142,236,47,162,54,86,47,894,235,520,466,,,,,,,,,,,,,,,
Texas,2020,39,2020-09-26,4541,4173,60,836,171,222,45,174,41,88,40,888,219,512,475,,,,,,,,,,,,,,,
Texas,2020,40,2020-10-03,4587,4170,67,834,150,232,54,185,48,79,38,916,213,437,384,,,,,,,,,,,,,,,
Texas,2020,41,2020-10-10,4714,4314,70,831,148,250,50,175,53,81,44,990,240,500,460,,,,,,,,,,,,,,,
Texas,2020,42,2020-10-17,4531,4184,60,789,147,238,62,176,49,91,37,890,223,562,503,,,,,,,,,,,,,,,
Texas,2020,43,2020-10-24,4802,4403,56,807,161,209,55,180,48,82,46,957,249,691,632,,,,,,,,,,,,,,,
Texas,2020,44,2020-10-31,5156,4766,56,854,155,224,56,151,60,75,40,1004,250,893,825,,,,,,,,,,,,,,,
Texas,2020,45,2020-11-07,5386,5005,63,865,149,262,64,211,62,90,46,1018,243,1012,947,,,,,,,,,,,,,,,
Texas,2020,46,2020-11-14,5423,5029,66,850,165,262,47,181,48,79,46,972,227,1146,1071,,,,,,,,,,,,,,,
Texas,2020,47,2020-11-21,5418,5046,73,736,168,234,59,206,53,98,65,951,229,1257,1173,,,,,,,,,,,,,,,
Texas,2020,48,2020-11-28,5575,5179,60,798,188,209,64,170,57,74,58,944,218,1388,1293,,,,,,,,,,,,,,,
Texas,2020,49,2020-12-05,5614,5216,66,756,162,243,77,184,59,94,57,982,222,1459,1358,,,,,,,,,,,,,,,
Texas,2020,50,2020-12-12,6029,5644,82,816,160,254,50,186,66,81,78,1050,269,1617,1527,,,,,,,,,,,,,,,
Texas,2020,51,2020-12-19,6151,5768,78,817,187,257,59,207,64,93,76,1074,286,1655,1562,,,,,,,,,,,,,,,
Texas,2020,52,2020-12-26,6092,5735,81,816,175,270,62,194,62,97,102,1039,222,1733,1636,,,,,,,,,,,,,,,
Texas,2020,53,2021-01-02,6479,6083,70,787,173,294,50,223,58,97,101,1091,255,1984,1860,,,,,,,,,,,,,,,
Texas,2021,1,2021-01-09,6882,6547,64,754,180,247,76,196,68,101,128,1043,259,2511,2366,,,,,,,,,,,,,,,
Texas,2021,2,2021-01-16,7080,6760,75,813,182,277,72,201,79,94,173,1089,269,2507,2363,,,,,,,,,,,,,,,
Texas,2021,3,2021-01-23,6857,6552,71,850,163,299,85,210,45,116,169,1024,253,2387,2240,,,,,,,,,,,,,,,
Texas,2021,4,2021-01-30,6467,6184,61,798,152,234,66,199,68,117,190,943,271,2216,2073,,,,,,,,,,,,,,,
Texas,2021,5,2021-02-06,6059,5780,67,818,147,207,60,187,62,94,187,973,233,1876,1740,,,,,,,,,,,,,,,
Texas,2021,6,2021-02-13,5617,5332,74,779,159,221,69,183,66,79,234,909,235,1467,1355,,,,,,,,,,,,,,,
Texas,2021,7,2021-02-20,5925,5639,88,739,210,240,60,212,63,101,334,1098,262,1276,1166,,,,,,,,,,,,,,,
Texas,2021,8,2021-02-27,5074,4838,77,763,152,234,65,189,66,88,274,908,235,974,889,,,,,,,,,,,,,,,
Texas,2021,9,2021-03-06,4212,4007,67,698,119,195,46,169,39,91,227,770,186,701,632,,,,,,,,,,,,,,,
Texas,2021,10,2021-03-13,3455,3334,50,574,88,177,36,146,40,66,228,668,195,494,452,,,,,,,,,,,,,,,
Texas,2021,11,2021-03-20,2926,2803,31,476,97,130,35,103,43,56,248,547,161,372,347,,,,,,,,,,,,,,,
Texas,2021,12,2021-03-27,2242,2174,28,411,61,120,24,112,33,36,169,445,130,186,167,,,,,,,,,,,,,,,
Utah,2020,1,2020-01-04,392,350,,71,18,16,,18,,,,76,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,2,2020-01-11,438,381,,75,15,16,,33,,12,,85,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,3,2020-01-18,409,357,,68,11,24,,16,,,,81,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,4,2020-01-25,390,341,,58,11,16,21,19,,10,,68,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,5,2020-02-01,364,331,,63,13,24,,20,,11,,78,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,6,2020-02-08,387,350,,74,11,23,13,26,12,,,80,20,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,7,2020-02-15,414,375,,69,14,26,,26,,,,100,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,8,2020-02-22,367,331,,64,20,19,,10,,,,84,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,9,2020-02-29,417,373,,53,15,22,11,19,,,,100,23,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
