Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All  Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke
Pennsylvania,2017,10,03/11/2017,2905,2630,45,579,78,82,66,146,64,59,58,686,155,,,,,,,,,,,,,
Pennsylvania,2017,11,03/18/2017,2797,2540,53,543,82,75,67,139,46,58,49,684,144,,,,,,,,,,,,,
Pennsylvania,2017,12,03/25/2017,2781,2555,55,557,81,117,78,139,48,63,55,671,134,,,,,,,,,,,,,
Pennsylvania,2017,13,04/01/2017,2754,2528,57,558,76,103,73,139,53,61,57,665,147,,,,,,,,,,,,,
Pennsylvania,2017,14,04/08/2017,2752,2499,58,533,76,85,65,149,57,59,52,663,144,,,,,,,,,,,,,
Pennsylvania,2017,15,04/15/2017,2677,2436,47,581,68,77,64,140,45,71,53,606,142,,,,,,,,,,,,,
Pennsylvania,2017,16,04/22/2017,2555,2322,51,534,76,65,58,121,36,41,42,613,146,,,,,,,,,,,,,
Pennsylvania,2017,17,04/29/2017,2595,2328,58,526,67,87,54,138,53,55,44,589,120,,,,,,,,,,,,,
Pennsylvania,2017,18,05/06/2017,2507,2241,57,536,70,67,46,130,44,49,54,572,118,,,,,,,,,,,,,
Pennsylvania,2017,19,05/13/2017,2464,2242,30,555,64,67,55,121,41,50,46,568,136,,,,,,,,,,,,,
Pennsylvania,2017,20,05/20/2017,2559,2312,34,550,57,57,46,109,40,66,67,585,124,,,,,,,,,,,,,
Pennsylvania,2017,21,05/27/2017,2489,2208,46,508,55,88,45,132,49,69,45,576,111,,,,,,,,,,,,,
Pennsylvania,2017,22,06/03/2017,2531,2263,41,525,68,77,40,129,33,61,35,613,112,,,,,,,,,,,,,
Pennsylvania,2017,23,06/10/2017,2539,2302,48,536,69,73,43,110,45,59,41,635,116,,,,,,,,,,,,,
Pennsylvania,2017,24,06/17/2017,2547,2287,49,541,75,73,30,140,36,51,42,617,111,,,,,,,,,,,,,
Pennsylvania,2017,25,06/24/2017,2501,2256,38,569,72,73,36,123,23,68,45,547,129,,,,,,,,,,,,,
Pennsylvania,2017,26,07/01/2017,2408,2166,34,524,44,60,38,138,32,59,58,552,115,,,,,,,,,,,,,
Pennsylvania,2017,27,07/08/2017,2410,2172,37,569,64,68,51,96,38,57,46,538,114,,,,,,,,,,,,,
Pennsylvania,2017,28,07/15/2017,2390,2140,47,547,67,80,36,96,28,56,36,560,107,,,,,,,,,,,,,
Pennsylvania,2017,29,07/22/2017,2436,2170,29,583,67,68,36,102,35,42,47,559,99,,,,,,,,,,,,,
Pennsylvania,2017,30,07/29/2017,2295,2043,28,525,54,67,42,104,38,46,46,524,106,,,,,,,,,,,,,
Pennsylvania,2017,31,08/05/2017,2408,2121,40,537,66,59,38,112,22,39,50,537,131,,,,,,,,,,,,,
Pennsylvania,2017,32,08/12/2017,2448,2198,47,557,62,67,33,109,52,53,33,525,118,,,,,,,,,,,,,
Pennsylvania,2017,33,08/19/2017,2418,2195,53,559,67,67,29,109,28,41,53,566,116,,,,,,,,,,,,,
Pennsylvania,2017,34,08/26/2017,2355,2141,33,545,61,75,31,126,37,59,55,511,136,,,,,,,,,,,,,
Pennsylvania,2017,35,09/02/2017,2444,2194,43,539,59,89,39,116,39,44,36,582,121,,,,,,,,,,,,,
Pennsylvania,2017,36,09/09/2017,2410,2175,47,502,70,74,40,92,54,47,50,568,117,,,,,,,,,,,,,
Pennsylvania,2017,37,09/16/2017,2546,2282,42,556,67,77,34,119,36,52,43,603,141,,,,,,,,,,,,,
Pennsylvania,2017,38,09/23/2017,2453,2217,46,552,74,78,45,118,32,47,47,548,127,,,,,,,,,,,,,
Pennsylvania,2017,39,09/30/2017,2483,2222,64,536,69,61,43,112,43,53,47,590,104,,,,,,,,,,,,,
Pennsylvania,2017,40,10/07/2017,2490,2261,52,600,63,70,33,123,37,31,50,580,109,,,,,,,,,,,,,
Pennsylvania,2017,41,10/14/2017,2488,2254,45,539,54,72,49,121,47,47,55,589,107,,,,,,,,,,,,,
Pennsylvania,2017,42,10/21/2017,2534,2313,45,524,74,71,49,135,31,56,44,627,138,,,,,,,,,,,,,
Pennsylvania,2017,43,10/28/2017,2568,2344,39,565,82,74,36,118,50,48,32,628,125,,,,,,,,,,,,,
Pennsylvania,2017,44,11/04/2017,2588,2342,38,538,69,67,38,105,40,65,55,661,125,,,,,,,,,,,,,
Pennsylvania,2017,45,11/11/2017,2519,2289,46,515,69,86,38,122,29,56,59,619,111,,,,,,,,,,,,,
Pennsylvania,2017,46,11/18/2017,2654,2416,51,588,77,93,46,82,49,54,48,647,125,,,,,,,,,,,,,
Pennsylvania,2017,47,11/25/2017,2593,2361,37,545,76,99,50,113,41,55,39,621,126,,,,,,,,,,,,,
Pennsylvania,2017,48,12/02/2017,2705,2464,44,553,74,77,31,133,53,62,52,654,151,,,,,,,,,,,,,
Pennsylvania,2017,49,12/09/2017,2729,2498,52,548,76,101,38,138,47,55,48,661,148,,,,,,,,,,,,,
Pennsylvania,2017,50,12/16/2017,2734,2513,50,555,77,104,47,137,45,61,53,650,149,,,,,,,,,,,,,
Pennsylvania,2017,51,12/23/2017,2758,2505,50,537,69,90,57,127,45,58,59,673,136,,,,,,,,,,,,,
Pennsylvania,2017,52,12/30/2017,2956,2737,58,577,85,80,51,158,41,88,71,773,160,,,,,,,,,,,,,
Pennsylvania,2018,1,01/06/2018,3004,2740,70,525,80,97,71,161,58,72,62,772,137,,,,,,,,,,,,,
Pennsylvania,2018,2,01/13/2018,3174,2962,54,565,97,118,112,168,55,74,67,790,181,,,,,,,,,,,,,
Pennsylvania,2018,3,01/20/2018,3057,2815,48,554,81,112,113,171,56,75,71,670,171,,,,,,,,,,,,,
Pennsylvania,2018,4,01/27/2018,3011,2784,59,577,54,80,109,170,58,72,54,772,153,,,,,,,,,,,,,
Pennsylvania,2018,5,02/03/2018,2933,2696,49,525,80,96,130,168,57,69,53,686,138,,,,,,,,,,,,,
Pennsylvania,2018,6,02/10/2018,2925,2720,46,541,73,94,107,176,50,49,62,756,156,,,,,,,,,,,,,
Pennsylvania,2018,7,02/17/2018,2896,2670,49,559,76,90,131,141,56,80,56,661,143,,,,,,,,,,,,,
Pennsylvania,2018,8,02/24/2018,2799,2598,57,553,61,89,109,135,51,63,47,680,137,,,,,,,,,,,,,
Pennsylvania,2018,9,03/03/2018,2785,2580,45,585,75,65,111,143,48,59,54,698,125,,,,,,,,,,,,,
Pennsylvania,2018,10,03/10/2018,2686,2448,63,549,68,68,81,127,42,65,41,678,117,,,,,,,,,,,,,
Pennsylvania,2018,11,03/17/2018,2752,2547,48,562,84,75,69,122,57,82,49,665,125,,,,,,,,,,,,,
Pennsylvania,2018,12,03/24/2018,2759,2530,51,581,75,91,59,148,46,58,42,706,140,,,,,,,,,,,,,
Pennsylvania,2018,13,03/31/2018,2649,2432,54,532,57,89,69,159,51,60,40,657,109,,,,,,,,,,,,,
Pennsylvania,2018,14,04/07/2018,2668,2452,43,522,64,90,54,125,54,48,48,676,131,,,,,,,,,,,,,
Pennsylvania,2018,15,04/14/2018,2683,2448,48,551,73,70,50,135,50,70,51,640,138,,,,,,,,,,,,,
Pennsylvania,2018,16,04/21/2018,2718,2477,46,526,84,75,62,146,48,62,48,649,131,,,,,,,,,,,,,
Pennsylvania,2018,17,04/28/2018,2684,2432,37,527,72,83,56,134,69,66,59,627,131,,,,,,,,,,,,,
Pennsylvania,2018,18,05/05/2018,2569,2341,46,528,68,80,70,134,50,48,39,614,143,,,,,,,,,,,,,
Pennsylvania,2018,19,05/12/2018,2402,2157,38,513,64,70,39,102,40,46,36,584,119,,,,,,,,,,,,,
Pennsylvania,2018,20,05/19/2018,2390,2167,34,498,76,73,39,128,47,50,35,565,132,,,,,,,,,,,,,
Pennsylvania,2018,21,05/26/2018,2487,2264,38,552,79,69,45,116,43,59,40,619,126,,,,,,,,,,,,,
Pennsylvania,2018,22,06/02/2018,2391,2178,44,527,66,61,43,127,50,50,48,588,106,,,,,,,,,,,,,
Pennsylvania,2018,23,06/09/2018,2497,2274,49,588,60,63,32,121,42,51,58,585,106,,,,,,,,,,,,,
Pennsylvania,2018,24,06/16/2018,2482,2234,44,548,74,68,38,112,38,49,54,576,123,,,,,,,,,,,,,
Pennsylvania,2018,25,06/23/2018,2446,2206,43,527,73,54,34,127,31,49,47,601,125,,,,,,,,,,,,,
Pennsylvania,2018,26,06/30/2018,2448,2184,41,532,55,59,32,114,41,49,48,579,113,,,,,,,,,,,,,
Pennsylvania,2018,27,07/07/2018,2416,2170,27,547,62,48,32,116,36,50,45,601,125,,,,,,,,,,,,,
Pennsylvania,2018,28,07/14/2018,2388,2163,47,529,56,55,27,99,28,53,48,564,109,,,,,,,,,,,,,
Pennsylvania,2018,29,07/21/2018,2359,2120,39,523,63,64,30,90,48,36,39,595,126,,,,,,,,,,,,,
Pennsylvania,2018,30,07/28/2018,2399,2192,49,545,61,69,36,108,40,53,48,607,109,,,,,,,,,,,,,
Pennsylvania,2018,31,08/04/2018,2369,2138,40,500,60,69,33,110,40,47,46,532,117,,,,,,,,,,,,,
Pennsylvania,2018,32,08/11/2018,2383,2143,33,481,64,75,48,101,27,62,49,559,114,,,,,,,,,,,,,
Pennsylvania,2018,33,08/18/2018,2350,2142,53,531,63,71,31,110,42,48,54,555,113,,,,,,,,,,,,,
Pennsylvania,2018,34,08/25/2018,2419,2183,50,527,50,69,19,112,38,50,54,556,127,,,,,,,,,,,,,
Pennsylvania,2018,35,09/01/2018,2416,2161,47,547,72,78,39,98,41,53,40,535,113,,,,,,,,,,,,,
Pennsylvania,2018,36,09/08/2018,2375,2138,47,527,55,72,34,96,34,47,51,555,119,,,,,,,,,,,,,
Pennsylvania,2018,37,09/15/2018,2389,2167,51,541,52,74,38,93,37,43,51,561,124,,,,,,,,,,,,,
Pennsylvania,2018,38,09/22/2018,2492,2250,54,532,79,86,39,102,50,51,37,595,117,,,,,,,,,,,,,
Pennsylvania,2018,39,09/29/2018,2408,2177,36,546,61,72,45,98,41,54,57,574,102,,,,,,,,,,,,,
Pennsylvania,2018,40,10/06/2018,2666,2420,54,578,87,73,46,110,60,46,55,602,148,,,,,,,,,,,,,
Pennsylvania,2018,41,10/13/2018,2480,2247,49,508,89,82,46,106,43,46,52,584,127,,,,,,,,,,,,,
Pennsylvania,2018,42,10/20/2018,2571,2323,62,553,59,67,34,107,54,53,41,626,110,,,,,,,,,,,,,
Pennsylvania,2018,43,10/27/2018,2689,2442,45,577,60,90,40,114,56,51,43,645,121,,,,,,,,,,,,,
Pennsylvania,2018,44,11/03/2018,2596,2378,35,566,66,106,41,110,42,54,46,656,116,,,,,,,,,,,,,
Pennsylvania,2018,45,11/10/2018,2567,2333,51,527,67,67,42,128,54,55,56,574,130,,,,,,,,,,,,,
Pennsylvania,2018,46,11/17/2018,2543,2356,47,502,67,96,43,117,41,50,52,667,135,,,,,,,,,,,,,
Pennsylvania,2018,47,11/24/2018,2581,2380,38,563,74,86,49,116,42,68,43,613,154,,,,,,,,,,,,,
Pennsylvania,2018,48,12/01/2018,2680,2478,50,549,73,81,66,108,39,59,55,677,155,,,,,,,,,,,,,
Pennsylvania,2018,49,12/08/2018,2698,2469,59,574,70,86,51,122,48,53,34,668,112,,,,,,,,,,,,,
Pennsylvania,2018,50,12/15/2018,2793,2549,58,592,72,81,46,120,41,65,56,679,140,,,,,,,,,,,,,
Pennsylvania,2018,51,12/22/2018,2682,2469,48,530,76,67,51,157,51,53,44,689,128,,,,,,,,,,,,,
Pennsylvania,2018,52,12/29/2018,2560,2391,50,533,59,67,52,110,49,51,58,676,143,,,,,,,,,,,,,
Pennsylvania,2019,1,01/05/2019,2720,2481,40,547,95,90,59,123,55,66,39,648,116,,,,,,,,,,,,,
Pennsylvania,2019,2,01/12/2019,2726,2505,59,531,66,92,69,133,47,56,46,694,113,,,,,,,,,,,,,
Pennsylvania,2019,3,01/19/2019,2802,2583,53,529,68,103,60,154,55,63,52,686,148,,,,,,,,,,,,,
Pennsylvania,2019,4,01/26/2019,2911,2688,54,576,85,75,71,158,47,57,64,757,125,,,,,,,,,,,,,
Pennsylvania,2019,5,02/02/2019,2803,2603,51,557,78,78,88,149,49,46,48,695,146,,,,,,,,,,,,,
Pennsylvania,2019,6,02/09/2019,2808,2573,42,516,84,82,71,138,51,64,52,691,136,,,,,,,,,,,,,
Pennsylvania,2019,7,02/16/2019,2760,2562,61,536,75,99,76,118,62,71,60,679,132,,,,,,,,,,,,,
Pennsylvania,2019,8,02/23/2019,2801,2615,47,565,78,88,75,140,52,73,41,676,141,,,,,,,,,,,,,
Pennsylvania,2019,9,03/02/2019,2678,2455,50,521,70,101,77,124,49,59,45,642,147,,,,,,,,,,,,,
Pennsylvania,2019,10,03/09/2019,2803,2595,50,572,74,72,74,134,54,50,61,698,145,,,,,,,,,,,,,
Pennsylvania,2019,11,03/16/2019,2804,2616,54,543,77,90,69,137,61,75,59,678,155,,,,,,,,,,,,,
Pennsylvania,2019,12,03/23/2019,2701,2467,43,534,74,77,68,165,54,72,49,622,120,,,,,,,,,,,,,
Pennsylvania,2019,13,03/30/2019,2713,2508,48,552,71,85,74,137,47,64,41,711,120,,,,,,,,,,,,,
Pennsylvania,2019,14,04/06/2019,2623,2388,57,492,63,94,71,119,36,69,52,618,130,,,,,,,,,,,,,
Pennsylvania,2019,15,04/13/2019,2700,2476,52,559,78,73,74,141,52,66,49,664,126,,,,,,,,,,,,,
Pennsylvania,2019,16,04/20/2019,2644,2424,58,493,70,80,61,118,42,67,44,674,123,,,,,,,,,,,,,
Pennsylvania,2019,17,04/27/2019,2443,2224,46,527,60,62,58,113,35,59,53,597,111,,,,,,,,,,,,,
Pennsylvania,2019,18,05/04/2019,2474,2274,31,548,72,64,42,135,39,53,37,544,139,,,,,,,,,,,,,
Pennsylvania,2019,19,05/11/2019,2488,2248,36,502,73,71,39,148,42,48,52,595,106,,,,,,,,,,,,,
Pennsylvania,2019,20,05/18/2019,2609,2387,44,560,77,70,40,104,49,51,45,638,133,,,,,,,,,,,,,
Pennsylvania,2019,21,05/25/2019,2487,2268,39,503,58,55,33,133,37,59,42,638,125,,,,,,,,,,,,,
Pennsylvania,2019,22,06/01/2019,2453,2248,34,545,59,67,45,141,52,48,43,584,109,,,,,,,,,,,,,
Pennsylvania,2019,23,06/08/2019,2480,2258,44,517,70,78,30,118,54,56,49,578,121,,,,,,,,,,,,,
Pennsylvania,2019,24,06/15/2019,2462,2222,43,529,69,67,35,124,43,57,36,594,97,,,,,,,,,,,,,
Pennsylvania,2019,25,06/22/2019,2424,2201,39,487,64,73,40,127,37,48,34,601,136,,,,,,,,,,,,,
Pennsylvania,2019,26,06/29/2019,2441,2215,36,506,73,75,40,109,35,46,50,614,108,,,,,,,,,,,,,
Pennsylvania,2019,27,07/06/2019,2463,2229,44,494,84,57,38,118,51,38,48,602,119,,,,,,,,,,,,,
Pennsylvania,2019,28,07/13/2019,2375,2135,46,504,70,66,42,103,39,49,39,566,109,,,,,,,,,,,,,
Pennsylvania,2019,29,07/20/2019,2426,2197,33,529,69,84,32,116,49,47,38,560,117,,,,,,,,,,,,,
Pennsylvania,2019,30,07/27/2019,2469,2226,45,557,59,67,32,104,44,37,44,592,127,,,,,,,,,,,,,
Pennsylvania,2019,31,08/03/2019,2378,2160,40,520,58,73,38,117,41,54,59,550,120,,,,,,,,,,,,,
Pennsylvania,2019,32,08/10/2019,2468,2226,30,528,65,66,39,120,46,61,63,589,114,,,,,,,,,,,,,
Pennsylvania,2019,33,08/17/2019,2432,2209,37,542,68,65,41,109,31,52,40,563,141,,,,,,,,,,,,,
Pennsylvania,2019,34,08/24/2019,2393,2160,38,552,71,66,31,102,41,59,32,556,104,,,,,,,,,,,,,
Pennsylvania,2019,35,08/31/2019,2369,2154,42,548,57,64,30,90,34,45,48,555,125,,,,,,,,,,,,,
Pennsylvania,2019,36,09/07/2019,2398,2148,34,502,62,64,27,111,35,57,53,560,135,,,,,,,,,,,,,
Pennsylvania,2019,37,09/14/2019,2416,2212,52,490,56,86,34,108,43,52,58,582,139,,,,,,,,,,,,,
Pennsylvania,2019,38,09/21/2019,2453,2234,49,525,69,67,32,103,39,51,48,605,126,,,,,,,,,,,,,
Pennsylvania,2019,39,09/28/2019,2479,2251,45,544,61,79,30,104,39,56,47,618,143,,,,,,,,,,,,,
Pennsylvania,2019,40,10/05/2019,2422,2200,40,566,74,78,33,91,48,60,55,541,112,,,,,,,,,,,,,
Pennsylvania,2019,41,10/12/2019,2480,2264,41,529,61,91,26,121,47,44,51,580,125,,,,,,,,,,,,,
Pennsylvania,2019,42,10/19/2019,2663,2427,49,563,80,96,46,114,47,69,54,588,124,,,,,,,,,,,,,
Pennsylvania,2019,43,10/26/2019,2581,2343,43,547,56,93,37,103,44,60,60,588,127,,,,,,,,,,,,,
Pennsylvania,2019,44,11/02/2019,2600,2358,44,543,68,90,32,111,32,48,46,637,140,,,,,,,,,,,,,
Pennsylvania,2019,45,11/09/2019,2628,2379,57,545,75,78,32,98,43,59,51,633,132,,,,,,,,,,,,,
Pennsylvania,2019,46,11/16/2019,2727,2494,37,588,67,88,49,129,59,63,53,600,152,,,,,,,,,,,,,
Pennsylvania,2019,47,11/23/2019,2606,2388,45,533,71,82,31,120,46,52,56,615,142,,,,,,,,,,,,,
Pennsylvania,2019,48,11/30/2019,2666,2428,42,533,68,93,29,109,54,64,49,658,131,,,,,,,,,,,,,
Pennsylvania,2019,49,12/07/2019,2722,2476,53,560,63,104,45,125,28,52,52,654,133,,,,,,,,,,,,,
Pennsylvania,2019,50,12/14/2019,2782,2529,46,540,71,90,49,124,39,72,53,654,152,,,,,,,,,,,,,
Pennsylvania,2019,51,12/21/2019,2794,2566,56,581,79,102,51,125,55,70,56,631,135,,,,,,,,,,,,,
Pennsylvania,2019,52,12/28/2019,2769,2501,53,532,88,98,51,107,40,63,46,657,154,,,,,,,,,,,,,
Rhode Island,2014,1,01/04/2014,197,179,,45,,,,,,,,49,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,2,01/11/2014,208,183,,39,,,,11,,,0,54,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,3,01/18/2014,187,172,,46,,10,,10,,,,45,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,4,01/25/2014,176,162,,36,,,,,,,,49,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,5,02/01/2014,194,183,,40,,10,,,,,,52,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,6,02/08/2014,189,170,,46,,,,10,,0,,45,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,7,02/15/2014,206,187,0,52,,10,,,,,,44,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,8,02/22/2014,223,201,,54,,11,,10,,,,48,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Rhode Island,2014,9,03/01/2014,196,182,,47,,12,,15,,0,0,45,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Rhode Island,2014,10,03/08/2014,209,195,,59,,,,14,,,0,36,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,11,03/15/2014,215,193,,42,,11,,13,,,,49,14,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Rhode Island,2014,12,03/22/2014,203,190,,41,,,,10,,,,43,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,13,03/29/2014,186,174,,42,,,,11,,,,47,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,14,04/05/2014,201,186,0,49,,,,15,0,0,,48,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,15,04/12/2014,219,206,,35,11,,,14,,,,62,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,16,04/19/2014,183,169,,41,,,,17,,,,37,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,17,04/26/2014,217,205,,43,,12,13,10,,,,48,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,18,05/03/2014,195,181,,43,,,,16,,,0,52,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,19,05/10/2014,205,191,,53,,,,14,0,,,45,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,20,05/17/2014,183,168,,51,,10,,,,,0,40,12,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
Rhode Island,2014,21,05/24/2014,205,196,,48,,,,13,,,0,43,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,22,05/31/2014,192,171,0,41,,,,,,,0,48,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,23,06/07/2014,178,166,,36,,,,,,,,59,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,24,06/14/2014,180,166,,49,,,,,,,,42,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,25,06/21/2014,160,144,,43,,,,11,,,0,22,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,26,06/28/2014,183,170,,50,,,0,,0,,,44,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,27,07/05/2014,156,139,,33,,,0,11,,,0,33,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,28,07/12/2014,195,181,,53,,,,,,,,47,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Rhode Island,2014,29,07/19/2014,182,163,,46,,,0,12,,,0,34,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,30,07/26/2014,183,167,,39,,,,11,,,,46,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,31,08/02/2014,166,151,,48,,,,,,,0,33,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9)
Rhode Island,2014,32,08/09/2014,172,151,,36,,,,,,,,43,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
Rhode Island,2014,33,08/16/2014,177,160,,42,,,,,,,,35,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
